index,gate,up,gpu,ref,flagged
65013,0x1.10416ap-124,-0x1.61bb56p-3,-0x0p+0,-0x1.78317p-128,1
65028,-0x1.53b1a6p-117,0x1.0bb354p-1,-0x1.63383ap-119,-0x1.63383cp-119,1
65034,0x1.b1c1eap-125,0x1.d7990cp-3,0x0p+0,0x1.8f8788p-128,1
65056,-0x1.3739e6p-118,-0x1.41de4cp-2,0x1.874dd8p-121,0x1.874ddap-121,1
65065,0x1.080e0ep-104,0x1.3a1d84p-3,0x1.43ffb2p-108,0x1.43ffaep-108,1
65068,-0x1.30a55p-129,0x1.070c5ap+0,-0x0p+0,-0x1.39088p-130,0
65071,-0x1.b71feap-110,0x1.bb65bep-1,-0x1.7c495ep-111,-0x1.7c496p-111,1
65084,0x1.836752p-123,0x1.6fb9e8p-2,0x1.163d3cp-125,0x1.163d3ap-125,1
65086,-0x1.2015fcp-126,-0x1.065bd6p-1,0x0p+0,0x1.273dd8p-128,1
65099,0x1.f6e1p-130,-0x1.15ee42p+0,-0x0p+0,-0x1.10facp-130,0
65107,0x1.64a3p-133,0x1.90dde6p-7,0x0p+0,0x1.17p-140,0
65112,0x1.7b978p-132,-0x1.8a51d8p+1,-0x0p+0,-0x1.2458cp-131,0
65118,0x1.cd08cp-130,0x1.68cd4p-1,0x0p+0,0x1.44e3p-131,0
65120,-0x1.92022p-130,-0x1.488704p-1,0x0p+0,0x1.01f34p-131,0
65127,-0x1.5fe402p-111,-0x1.317e04p-3,0x1.a3ebdcp-115,0x1.a3ebdep-115,1
65129,-0x1.e84bcap-116,-0x1.f55456p-1,0x1.de1e96p-117,0x1.de1e98p-117,1
65167,-0x1.486ff2p-113,0x1.236cp+0,-0x1.75e1cep-114,-0x1.75e1dp-114,1
65173,-0x1.c645p-133,-0x1.5e5c1ap-3,0x0p+0,0x1.36d8p-136,0
65184,0x1.c9b68p-129,0x1.c601fap-2,0x0p+0,0x1.95de8p-131,0
65209,0x1.8fddap-127,0x1.064a9p+0,0x0p+0,0x1.99b148p-128,0
65228,-0x1.8f9346p-113,-0x1.a7bb4ep+0,0x1.4ab058p-113,0x1.4ab05ap-113,1
65235,-0x1.50c678p-128,0x1.928654p+0,-0x0p+0,-0x1.08c438p-128,0
65240,0x1.863e42p-107,0x1.eae40ep+0,0x1.76276ap-107,0x1.762768p-107,1
65249,0x1.ffb8b6p-118,-0x1.3d2c9ep-1,-0x1.3d0076p-119,-0x1.3d0074p-119,1
65253,0x1.2dbc72p-125,-0x1.61a8ccp-1,-0x0p+0,-0x1.a0d7ccp-127,1
65273,-0x1.e552eap-121,0x1.e65a4ep-1,-0x1.cd034cp-122,-0x1.cd034ep-122,1
65277,-0x1.37dc2ap-123,0x1.d00318p-2,-0x1.1aa166p-125,-0x1.1aa168p-125,1
65293,-0x1.5f73cap-114,-0x1.67fb3cp+0,0x1.ee3446p-115,0x1.ee344ap-115,1
65301,-0x1.002212p-108,-0x1.6b1d1cp-4,0x1.6b4d6cp-113,0x1.6b4d7p-113,1
65308,0x1.0dbcap-130,0x1.15bc0ap-3,0x0p+0,0x1.24a4p-134,0
65311,0x1.704fe6p-104,0x1.221a82p-2,0x1.a160a8p-107,0x1.a160a6p-107,1
65319,-0x1.a71a66p-124,0x1.20084cp+0,-0x1.dc0b66p-125,-0x1.dc0b6ap-125,1
65327,0x1.010ca4p-127,-0x1.51f98ep-7,-0x0p+0,-0x1.535cp-135,0
65349,-0x1.42df8p-131,-0x1.05087ep+0,0x0p+0,0x1.49388p-132,0
65352,-0x1.6e9f1ap-111,-0x1.a2c8b2p-4,0x1.2bdf98p-115,0x1.2bdf9ap-115,1
65358,-0x1.2447cp-131,-0x1.dc1242p-1,0x0p+0,0x1.0fc58p-132,0
65362,0x1.540184p-127,0x1.e07f4ap-2,0x0p+0,0x1.3f15fp-129,0
65369,0x1.7a4326p-105,-0x1.0ec55ap-3,-0x1.90166ep-109,-0x1.90166cp-109,1
65408,0x1.319dcp-131,0x1.4a0ec2p-1,0x0p+0,0x1.8a07p-133,0
65410,-0x1.c49616p-122,0x1.f21d86p-2,-0x1.b85012p-124,-0x1.b85014p-124,1
65430,0x1.19d88p-131,0x1.32cff4p-2,0x0p+0,0x1.51cap-134,0
65439,0x1.7899dap-115,-0x1.f6f42p-2,-0x1.71f26cp-117,-0x1.71f26ap-117,1
65451,0x1.9ddf6ep-113,0x1.1b917cp-3,0x1.ca7134p-117,0x1.ca7132p-117,1
65455,-0x1.a1a6p-133,-0x1.e32c4ap-8,0x0p+0,0x1.8ap-141,0
65458,0x1.c37132p-121,-0x1.71e9a2p-2,-0x1.462916p-123,-0x1.462914p-123,1
65460,0x1.2c580ap-105,-0x1.b4683p-1,-0x1.000018p-106,-0x1.000016p-106,1
65463,-0x1.2e223ep-111,-0x1.90a486p-2,0x1.d8d7aap-114,0x1.d8d7acp-114,1
65502,0x1.a265d4p-125,-0x1.02bf0ep-1,-0x0p+0,-0x1.a6e2ep-127,1
65509,0x1.1c364ap-112,0x1.36697p-1,0x1.589ecep-114,0x1.589eccp-114,1
65527,-0x1.c6beb6p-107,-0x1.218378p+0,0x1.012368p-107,0x1.01236ap-107,1
65541,-0x1.ae6258p-127,-0x1.a9e836p-1,0x0p+0,0x1.6603d8p-128,0
65596,0x1.97fd98p-127,0x1.d11c2ep-4,0x0p+0,0x1.72a04p-131,0
65597,0x1.1ca80ap-107,-0x1.46fe8cp-2,-0x1.6b990ap-110,-0x1.6b9908p-110,1
65602,0x1.0687fep-112,0x1.0a390ep-1,0x1.1103d2p-114,0x1.1103dp-114,1
65625,0x1.245256p-125,-0x1.2f9042p-4,-0x0p+0,-0x1.5aa22p-130,1
65626,0x1.18e53ep-115,0x1.69eb56p-1,0x1.8d1d8p-117,0x1.8d1d7ep-117,1
65636,0x1.cd7cp-128,-0x1.cca4e6p-1,-0x0p+0,-0x1.9f321p-129,0
65659,0x1.1d299ep-110,0x1.70053cp-1,0x1.99f1aap-112,0x1.99f1a8p-112,1
65663,-0x1.89eb82p-118,0x1.b7822cp-3,-0x1.522592p-121,-0x1.522594p-121,1
65669,0x1.318c14p-126,-0x1.c1f38ap-5,-0x0p+0,-0x1.0c84cp-131,1
65673,0x1.b85d0ap-122,-0x1.40ed7cp-4,-0x1.14066ap-126,-0x1.140668p-126,1
65674,-0x1.9a5922p-115,-0x1.aaf418p-2,0x1.562fcap-117,0x1.562fccp-117,1
65688,0x1.286dd2p-120,0x1.6cad28p+0,0x1.a644aap-121,0x1.a644a8p-121,1
65690,0x1.95628p-132,0x1.00d046p+1,0x0p+0,0x1.96acp-132,0
65692,0x1.96b9p-132,-0x1.c9d14ap-4,-0x0p+0,-0x1.6bbp-136,0
65697,-0x1.0e3532p-107,-0x1.1c2b1ep+0,0x1.2bf084p-108,0x1.2bf086p-108,1
65701,0x1.538e9ap-115,-0x1.dfa206p-2,-0x1.3e176p-117,-0x1.3e175ep-117,1
65717,-0x1.15e24ap-107,-0x1.ced71p-3,0x1.f667dp-111,0x1.f667d4p-111,1
65767,-0x1.9f20ap-129,0x1.27ffdp+1,-0x0p+0,-0x1.dffd7p-129,0
65775,0x1.20dd4p-131,-0x1.f1f238p-2,-0x0p+0,-0x1.18efp-133,0
65783,-0x1.84399p-129,0x1.07afb8p-2,-0x0p+0,-0x1.8fe18p-132,0
65799,-0x1.cf118ap-109,0x1.c48e6ep+0,-0x1.994e4cp-109,-0x1.994e4ep-109,1
65851,0x1.595ef8p-128,0x1.3ae258p+1,0x0p+0,0x1.a8cfep-128,0
65853,0x1.793788p-126,-0x1.529a3p-3,-0x0p+0,-0x1.f2ee8p-130,1
65857,0x1.fcf124p-127,-0x1.1636cep-1,-0x0p+0,-0x1.148d68p-128,0
65868,0x1.6378p-131,-0x1.6734p-4,-0x0p+0,-0x1.f2c8p-136,0
65894,-0x1.1bcce2p-122,0x1.b7ad74p-1,-0x1.e76c9ep-124,-0x1.e76ca2p-124,1
65949,0x1.16f122p-124,-0x1.79cd62p-3,-0x0p+0,-0x1.9ba8e8p-128,1
65952,0x1.45e73p-129,-0x1.ddfeaep-2,-0x0p+0,-0x1.3042p-131,0
65953,0x1.0c5fc8p-128,0x1.fc087ap-5,0x0p+0,0x1.0a4bp-133,0
65959,-0x1.a16096p-117,-0x1.1c5542p+0,0x1.cf9224p-118,0x1.cf9228p-118,1
65960,-0x1.372ep-133,0x1.49f0ap-1,-0x0p+0,-0x1.911p-135,0
65964,0x1.f431c2p-121,0x1.098beep-6,0x0p+0,0x1.036c74p-127,1
65971,0x1.38f396p-116,0x1.cccd2p+0,0x1.19a83cp-116,0x1.19a83ap-116,1
65998,0x1.555a56p-119,-0x1.260beap-4,-0x1.8815a4p-124,-0x1.8815a2p-124,1
66000,0x1.5c8712p-110,-0x1.444006p-1,-0x1.b9722p-112,-0x1.b9721cp-112,1
66003,0x1.1123cap-106,0x1.e1b2ap+0,0x1.00f96cp-106,0x1.00f96ap-106,1
66006,-0x1.1de936p-117,-0x1.82d03p-1,0x1.b00224p-119,0x1.b00226p-119,1
66010,-0x1.4f26c6p-115,-0x1.262668p+0,0x1.8118cep-116,0x1.8118dp-116,1
66020,-0x1.0098d6p-104,0x1.1e4592p-4,-0x1.1ef078p-109,-0x1.1ef07ap-109,1
66022,0x1.4d02c2p-117,0x1.1e4994p-1,0x1.7468cep-119,0x1.7468ccp-119,1
66038,-0x1.403bfap-116,0x1.6d13e4p-1,-0x1.c8ae62p-118,-0x1.c8ae66p-118,1
66051,-0x1.60c76ap-112,0x1.242e8ap-5,-0x1.92a394p-118,-0x1.92a396p-118,1
66081,0x1.c491p-133,0x1.49e674p+0,0x0p+0,0x1.239ap-133,0
66086,-0x1.25ff6p-130,0x1.1ca65p-1,-0x0p+0,-0x1.46e68p-132,0
66091,-0x1.49cp-132,-0x1.5f34fp+0,0x0p+0,0x1.c462p-133,0
66106,0x1.382d96p-109,0x1.d69096p-2,0x1.1eea02p-111,0x1.1eeap-111,1
66113,0x1.5f46dap-113,0x1.402d28p-3,0x1.b7568ap-117,0x1.b75686p-117,1
66117,-0x1.7632p-132,-0x1.b32ca6p+0,0x0p+0,0x1.3e0cp-132,0
66149,-0x1.2432e6p-115,-0x1.9491ap+0,0x1.cdc688p-116,0x1.cdc68ap-116,1
66163,0x1.03cd5cp-125,0x1.11e11ap-1,0x0p+0,0x1.15f27p-127,1
66172,-0x1.7a073ep-107,-0x1.481836p-1,0x1.e47d06p-109,0x1.e47d08p-109,1
66181,-0x1.55c10ap-104,0x1.322366p-2,-0x1.98affep-107,-0x1.98bp-107,1
66187,-0x1.ae9946p-104,-0x1.edc88ep-4,0x1.9f474p-108,0x1.9f4742p-108,1
66195,0x1.2044p-130,-0x1.01dc78p+0,-0x0p+0,-0x1.225c8p-131,0
66212,0x1.ade9ap-127,0x1.c81278p-2,0x0p+0,0x1.7ef39p-129,0
66214,-0x1.744238p-126,0x1.9ffa68p-1,-0x0p+0,-0x1.2e71bcp-127,1
66218,0x1.34dacp-131,-0x1.749f26p+1,-0x0p+0,-0x1.c18e4p-131,0
66274,-0x1.aa933ep-110,-0x1.f8ec52p-1,0x1.a4add4p-111,0x1.a4add6p-111,1
66282,0x1.91baf8p-127,-0x1.0d8b94p-1,-0x0p+0,-0x1.a6fc8p-129,0
66293,-0x1.30be2p-130,0x1.d2777p-1,-0x0p+0,-0x1.15a4p-131,0
66295,-0x1.392782p-107,0x1.297eap+0,-0x1.6be9b8p-108,-0x1.6be9bap-108,1
66298,-0x1.24ef96p-121,-0x1.aa5502p-4,0x1.e7d7f2p-126,0x1.e7d7f6p-126,1
66330,-0x1.514efep-105,-0x1.3bedfp-3,0x1.a045b2p-109,0x1.a045b4p-109,1
66342,-0x1.34ba4p-127,-0x1.0a75a8p+0,0x0p+0,0x1.415768p-128,0
66358,-0x1.8f922p-130,-0x1.153cb8p-3,0x0p+0,0x1.b0b8p-134,0
66359,-0x1.a16ab2p-115,0x1.063568p+0,-0x1.ab8a44p-116,-0x1.ab8a46p-116,1
66364,-0x1.ccdb62p-125,0x1.ef6fe4p-1,-0x1.bdf2cep-126,-0x1.bdf2dp-126,1
66374,0x1.5ef77ep-120,0x1.b6301ep-1,0x1.2c5eb6p-121,0x1.2c5eb4p-121,1
66381,-0x1.1ff6cap-123,0x1.435772p+1,-0x1.6bb6bcp-123,-0x1.6bb6bep-123,1
66384,-0x1.5d2bb6p-125,-0x1.2970f8p+0,0x1.95b1cap-126,0x1.95b1ccp-126,1
66388,-0x1.2f8feep-109,-0x1.7176f8p+0,0x1.b61b86p-110,0x1.b61b88p-110,1
66404,0x1.71f23ep-104,0x1.4827cep-2,0x1.da37e8p-107,0x1.da37e6p-107,1
66408,0x1.2df052p-114,-0x1.2cba24p+1,-0x1.62b12ep-114,-0x1.62b12cp-114,1
66422,0x1.afa92ep-104,0x1.fd72aep-9,0x1.ad8262p-113,0x1.ad826p-113,1
66428,0x1.bba702p-107,0x1.9d5332p-2,0x1.66265p-109,0x1.66264ep-109,1
66430,-0x1.234b82p-124,-0x1.3cec54p-5,0x0p+0,0x1.689e2p-130,1
66436,-0x1.ce07c2p-122,0x1.93c0b4p-1,-0x1.6c58fep-123,-0x1.6c59p-123,1
66444,-0x1.948a3p-128,-0x1.78b262p-1,0x0p+0,0x1.29a27p-129,0
66455,-0x1.3a6662p-111,-0x1.3cb382p+0,0x1.84f2d4p-112,0x1.84f2d6p-112,1
66463,-0x1.5eba8p-132,0x1.17a1eep+0,-0x0p+0,-0x1.7f1bp-133,0
66478,0x1.1670fep-121,-0x1.b2fa3cp+0,-0x1.d91bbep-122,-0x1.d91bbap-122,1
66484,0x1.91a21ep-110,0x1.0c15d6p+0,0x1.a497fcp-111,0x1.a497fap-111,1
66490,-0x1.c0e5p-132,-0x1.533772p+0,0x0p+0,0x1.2968p-132,0
66534,-0x1.dadeeep-126,0x1.7a5706p-1,-0x0p+0,-0x1.5ee74cp-127,1
66540,0x1.64b7ep-129,0x1.e27288p-1,0x0p+0,0x1.5020ep-130,0
66542,0x1.6e20dp-129,-0x1.712828p+0,-0x0p+0,-0x1.07fb5p-129,0
66543,0x1.7ab45ep-105,0x1.1b2de8p+0,0x1.a2e95p-106,0x1.a2e94cp-106,1
66544,-0x1.8b348p-131,0x1.0f9758p+0,-0x0p+0,-0x1.a346p-132,0
66547,-0x1.8939p-131,0x1.8517eep-1,-0x0p+0,-0x1.2ad4p-132,0
66549,0x1.31cddap-120,-0x1.cbf93ep-1,-0x1.12baeap-121,-0x1.12bae8p-121,1
66555,0x1.36626ap-125,-0x1.67792ap-2,-0x0p+0,-0x1.b3d6e8p-128,1
66565,0x1.735342p-111,-0x1.0b2d64p-1,-0x1.8389aep-113,-0x1.8389acp-113,1
66581,-0x1.6bc4a6p-119,-0x1.e58efp+0,0x1.58fb54p-119,0x1.58fb56p-119,1
66592,-0x1.310ccp-130,0x1.94bde8p-5,-0x0p+0,-0x1.e248p-136,0
66642,0x1.1f8f96p-113,-0x1.479b1cp-5,-0x1.6ffea6p-119,-0x1.6ffea4p-119,1
66664,0x1.85a1p-126,0x1.937b38p-2,0x0p+0,0x1.330cp-128,1
66668,0x1.3aaacp-130,0x1.2b26cap+0,0x0p+0,0x1.6fb5p-131,0
66673,-0x1.119a56p-120,0x1.c00f3ep-3,-0x1.dede5ep-124,-0x1.dede6p-124,1
66679,0x1.06d3fp-129,-0x1.7b9604p-6,-0x0p+0,-0x1.85b8p-136,0
66682,-0x1.1234bep-107,0x1.22deb2p-1,-0x1.378e46p-109,-0x1.378e48p-109,1
66693,0x1.025cfap-106,-0x1.2b958cp-2,-0x1.2e5988p-109,-0x1.2e5986p-109,1
66694,-0x1.c9baeep-124,-0x1.e22e14p-1,0x1.af122ap-125,0x1.af122cp-125,1
66709,-0x1.7808cap-109,0x1.11b55p+0,-0x1.920bb2p-110,-0x1.920bb4p-110,1
66741,0x1.b38ae2p-106,0x1.b4d9ap+0,0x1.739d66p-106,0x1.739d64p-106,1
66748,-0x1.69d74p-131,-0x1.1f3bc8p+0,0x0p+0,0x1.95fc8p-132,0
66758,0x1.5e0e4p-129,0x1.ec0388p-1,0x0p+0,0x1.50642p-130,0
66784,0x1.08da9ap-114,-0x1.198cb6p-2,-0x1.23498ap-117,-0x1.234986p-117,1
66787,0x1.5bbdfep-104,-0x1.217bfcp-3,-0x1.8939e8p-108,-0x1.8939e6p-108,1
66789,-0x1.84d0e6p-110,0x1.08be0cp+0,-0x1.92181p-111,-0x1.921812p-111,1
66793,0x1.3594p-129,0x1.a0df5p+0,0x0p+0,0x1.f81e8p-130,0
66799,-0x1.95d88p-132,-0x1.b166c6p-1,0x0p+0,0x1.578bp-133,0
66824,-0x1.8572c2p-124,0x1.5288c6p-1,-0x1.0180cap-125,-0x1.0180ccp-125,1
66838,0x1.4b8d2ep-107,-0x1.7abbd4p-1,-0x1.ea81bcp-109,-0x1.ea81b8p-109,1
66840,0x1.dca1cp-130,-0x1.fb0922p-1,-0x0p+0,-0x1.d802cp-131,0
66849,-0x1.74b882p-118,0x1.b2c68cp-2,-0x1.3c80eep-120,-0x1.3c80fp-120,1
66853,-0x1.b0437ap-104,0x1.5c40f6p-1,-0x1.2604b4p-105,-0x1.2604b6p-105,1
66854,-0x1.6ba4b6p-118,-0x1.1e74fp+0,0x1.96e81cp-119,0x1.96e81ep-119,1
66855,-0x1.7d93cp-131,0x1.388942p-1,-0x0p+0,-0x1.d1d9p-133,0
66874,-0x1.3e4142p-107,0x1.ff5d94p-2,-0x1.3ddc4ap-109,-0x1.3ddc4cp-109,1
66876,0x1.496982p-126,0x1.05ddcp-2,0x0p+0,0x1.50f5ep-129,1
66910,-0x1.07f422p-104,0x1.615dd4p-1,-0x1.6c585ep-106,-0x1.6c5862p-106,1
66913,0x1.bd079ep-110,0x1.1879dp-1,0x1.e7941ap-112,0x1.e79416p-112,1
66918,-0x1.84fa34p-126,0x1.cbb21ep-2,-0x0p+0,-0x1.5d3dap-128,1
66934,0x1.da316p-130,-0x1.0e41b4p-1,-0x0p+0,-0x1.f49ap-132,0
66937,0x1.c39b52p-104,-0x1.65fcc6p+0,-0x1.3bc2c4p-104,-0x1.3bc2c2p-104,1
66942,-0x1.18738p-132,-0x1.0b7802p-1,0x0p+0,0x1.2504p-134,0
66956,-0x1.8edc8p-131,-0x1.3aa0cp+0,0x0p+0,0x1.ea35p-132,0
66971,0x1.fa0ep-132,0x1.587802p-6,0x0p+0,0x1.548p-138,0
66993,-0x1.43b492p-104,0x1.ade26cp+0,-0x1.0fc9f2p-104,-0x1.0fc9f4p-104,1
67028,-0x1.7fffe6p-111,-0x1.5f2f2p-2,0x1.076344p-113,0x1.076346p-113,1
67093,-0x1.461p-133,-0x1.30e16cp-7,0x0p+0,0x1.84p-141,0
67155,-0x1.7d5b7cp-127,-0x1.077f2ep+1,0x0p+0,0x1.888674p-127,0
67182,0x1.080c76p-110,0x1.497164p-2,0x1.53ccfap-113,0x1.53ccf8p-113,1
67201,0x1.4b5a5ep-124,-0x1.3db6f2p+0,-0x1.9b3bb4p-125,-0x1.9b3bb2p-125,1
67219,-0x1.3c66b6p-119,-0x1.7116c6p-1,0x1.c82c2ep-121,0x1.c82c32p-121,1
67230,-0x1.7e68e8p-127,-0x1.0d9dp+1,0x0p+0,0x1.92bec4p-127,0
67236,-0x1.5ed262p-112,0x1.c51136p+0,-0x1.3670ecp-112,-0x1.3670eep-112,1
67241,-0x1.39f0ap-128,-0x1.9871aep-4,0x0p+0,0x1.f4e3p-133,0
67326,-0x1.04c5d8p-127,0x1.7c7772p+0,-0x0p+0,-0x1.838f58p-128,0
67328,-0x1.f0754p-131,-0x1.d607bep-1,0x0p+0,0x1.c7c3p-132,0
67344,0x1.ed2bbp-129,-0x1.0f960cp-1,-0x0p+0,-0x1.05992p-130,0
67352,0x1.e0422ep-110,-0x1.9a894cp-3,-0x1.8115cap-113,-0x1.8115c8p-113,1
67354,-0x1.1fc3b2p-122,0x1.6332aep-1,-0x1.8f4554p-124,-0x1.8f4558p-124,1
67358,-0x1.a5cc48p-128,0x1.ae51acp+0,-0x0p+0,-0x1.6281dp-128,0
67377,0x1.3422ep-130,0x1.9a8702p-4,0x0p+0,0x1.ee24p-135,0
67378,0x1.d91c4p-129,0x1.0473f4p+1,0x0p+0,0x1.e157p-129,0
67384,-0x1.f056dap-120,0x1.e19e5cp+0,-0x1.d2e31ap-120,-0x1.d2e31cp-120,1
67401,0x1.0d1916p-108,0x1.f742fap-3,0x1.08815ap-111,0x1.088158p-111,1
67407,0x1.af261ap-117,-0x1.555cecp-4,-0x1.1f7522p-121,-0x1.1f752p-121,1
67408,-0x1.1fbb8ep-110,-0x1.d53cbap-1,0x1.07b36cp-111,0x1.07b36ep-111,1
67420,-0x1.4ecd6ap-114,0x1.43873ap-1,-0x1.a71e04p-116,-0x1.a71e06p-116,1
67429,-0x1.3c0512p-118,-0x1.10d8d8p+0,0x1.50d11p-119,0x1.50d112p-119,1
67437,0x1.b6073p-129,0x1.e3ffbap-2,0x0p+0,0x1.9e128p-131,0
67439,-0x1.7652ccp-127,0x1.4852c2p+0,-0x0p+0,-0x1.e0132p-128,0
67463,-0x1.664b8p-131,0x1.059606p-1,-0x0p+0,-0x1.6e1dp-133,0
67474,0x1.255b4p-131,0x1.e6c788p+0,0x0p+0,0x1.16e7cp-131,0
67488,-0x1.37b1a2p-107,0x1.d99ce6p-3,-0x1.20531cp-110,-0x1.20531ep-110,1
67507,-0x1.5febp-131,0x1.37bca4p+1,-0x0p+0,-0x1.ac89cp-131,0
67518,-0x1.b543f6p-118,-0x1.bbfa3ap+0,0x1.7b2cp-118,0x1.7b2c02p-118,1
67531,-0x1.114cf2p-104,0x1.592a28p-2,-0x1.707dbp-107,-0x1.707db4p-107,1
67546,0x1.1d8ccp-130,0x1.d981c8p-1,0x0p+0,0x1.0815p-131,0
67550,0x1.3062p-133,-0x1.a339b2p+0,-0x0p+0,-0x1.f274p-134,0
67553,0x1.71eea6p-121,0x1.ecb644p-1,0x1.63ff06p-122,0x1.63ff04p-122,1
67554,0x1.5c6eeep-116,0x1.6259ap-3,0x1.e24b64p-120,0x1.e24b62p-120,1
67561,0x1.ab4c7ep-109,0x1.c90b1cp-1,0x1.7d6f0ep-110,0x1.7d6f0cp-110,1
67567,0x1.9e938p-131,0x1.78b3dcp+0,0x0p+0,0x1.3106p-131,0
67584,0x1.5080b6p-120,-0x1.edbfbp-8,-0x0p+0,-0x1.4481e8p-128,1
67598,0x1.0a38d8p-128,-0x1.73369ap-1,-0x0p+0,-0x1.82094p-130,0
67600,0x1.b0d71ep-116,0x1.87065cp-1,0x1.4a91aap-117,0x1.4a91a8p-117,1
67618,0x1.4eep-132,-0x1.596b24p-1,-0x0p+0,-0x1.c3d8p-134,0
67622,0x1.922302p-119,0x1.3dc42cp+0,0x1.f32984p-120,0x1.f32982p-120,1
67626,-0x1.22988p-131,0x1.eade56p-5,-0x0p+0,-0x1.1698p-136,0
67636,-0x1.8902cp-131,0x1.ff440ap-6,-0x0p+0,-0x1.887p-137,0
67638,0x1.f85782p-117,-0x1.01383ep+0,-0x1.fabea8p-118,-0x1.fabea6p-118,1
67653,-0x1.7f0b86p-114,-0x1.22a31ap-3,0x1.b2df16p-118,0x1.b2df1ap-118,1
67675,0x1.7d6b6p-127,-0x1.86f832p-1,-0x0p+0,-0x1.2341bp-128,0
67680,0x1.40f6p-132,-0x1.c36d5ap-1,-0x0p+0,-0x1.1afdp-133,0
67698,0x1.1ba2p-130,-0x1.4aad36p-4,-0x0p+0,-0x1.6e6p-135,0
67712,0x1.54eb06p-126,-0x1.1179ecp+1,-0x1.1179ecp-125,-0x1.6c31p-126,1
67715,0x1.1ad24ap-125,-0x1.ffc2ecp+0,-0x1.1ab08ep-125,-0x1.1ab08cp-125,1
67717,0x1.453f42p-115,-0x1.aae54ap-1,-0x1.0f2f4cp-116,-0x1.0f2f4ap-116,1
67719,-0x1.337d5p-128,0x1.ec3aep-4,-0x0p+0,-0x1.279ep-132,0
67732,-0x1.d8da8p-132,0x1.16a1bcp-1,-0x0p+0,-0x1.0154p-133,0
67757,-0x1.49417ap-114,0x1.1884dcp-3,-0x1.68ca7cp-118,-0x1.68ca7ep-118,1
67787,-0x1.2cc076p-112,0x1.672208p-1,-0x1.a5e9dep-114,-0x1.a5e9ep-114,1
67800,0x1.da7d52p-116,0x1.480e9ep+1,0x1.3005d6p-115,0x1.3005d4p-115,1
67885,-0x1.e9368p-132,0x1.93cd36p+0,-0x0p+0,-0x1.81d4p-132,0
67889,-0x1.345a9p-129,0x1.f40648p-1,-0x0p+0,-0x1.2d242p-130,0
67899,-0x1.46c902p-117,0x1.a106a8p-1,-0x1.0a2af4p-118,-0x1.0a2af6p-118,1
67913,0x1.3f1abap-111,0x1.b54b4ep+0,0x1.108b4p-111,0x1.108b3ep-111,1
67935,0x1.169a8p-132,-0x1.433406p-2,-0x0p+0,-0x1.5fbcp-135,0
67939,0x1.0a902ep-108,-0x1.acc9bep-2,-0x1.be7b22p-111,-0x1.be7b1ep-111,1
67945,-0x1.267a26p-118,-0x1.84b2c2p+0,0x1.bf1ebep-119,0x1.bf1ec2p-119,1
67967,-0x1.bf53bp-128,0x1.68788ep+0,-0x0p+0,-0x1.3af028p-128,0
67997,0x1.5a9252p-116,0x1.674fb4p+0,0x1.e66f1ap-117,0x1.e66f18p-117,1
67998,0x1.466p-131,-0x1.2055b6p-2,-0x0p+0,-0x1.6f9ap-134,0
68027,-0x1.663582p-118,-0x1.f8ab8cp+0,0x1.6114aep-118,0x1.6114bp-118,1
68044,0x1.3d92b6p-123,-0x1.0a3e72p-1,-0x1.4a47eap-125,-0x1.4a47e8p-125,1
68046,0x1.972c16p-116,-0x1.fb969cp-1,-0x1.93a9fp-117,-0x1.93a9eep-117,1
68114,-0x1.4e505p-128,0x1.a558c2p-1,-0x0p+0,-0x1.131fp-129,0
68117,0x1.a52ce6p-122,-0x1.bde476p-1,-0x1.6ecb76p-123,-0x1.6ecb74p-123,1
68118,-0x1.3865ep-129,0x1.8030c2p+1,-0x0p+0,-0x1.d4d45p-129,0
68132,0x1.dcc5e2p-106,0x1.bdf6b8p-1,0x1.9f47bep-107,0x1.9f47bcp-107,1
68146,0x1.3c7a22p-118,0x1.4674e8p-1,0x1.93941p-120,0x1.93940ep-120,1
68152,0x1.ddd7dap-106,-0x1.831eep-5,-0x1.694b7ap-111,-0x1.694b78p-111,1
68153,-0x1.5328p-133,-0x1.fbd5dap-3,0x0p+0,0x1.5068p-136,0
68168,-0x1.57d232p-112,-0x1.006db6p-2,0x1.586588p-115,0x1.58658ap-115,1
68196,-0x1.109d86p-124,0x1.b7b3acp-4,-0x0p+0,-0x1.d43d7p-129,1
68205,0x1.0b17b6p-106,0x1.881026p+0,0x1.990d2ap-107,0x1.990d28p-107,1
68207,-0x1.90007p-129,-0x1.a0dd54p-1,0x0p+0,0x1.45ad6p-130,0
68214,0x1.a21706p-119,0x1.f0f19ap-3,0x1.95cb9ap-122,0x1.95cb98p-122,1
68225,0x1.59f68p-130,-0x1.691d54p+0,-0x0p+0,-0x1.e8044p-131,0
68226,-0x1.92d02ap-110,0x1.df44ccp-1,-0x1.790fdep-111,-0x1.790fep-111,1
68234,-0x1.67d1cp-131,0x1.dd167p-4,-0x0p+0,-0x1.4f48p-135,0
68242,-0x1.ecd86ap-113,0x1.37e354p-2,-0x1.2c3846p-115,-0x1.2c3848p-115,1
68247,0x1.06fef2p-108,0x1.97b0cep-2,0x1.a2d4f8p-111,0x1.a2d4f6p-111,1
68250,-0x1.2a7d16p-115,0x1.356e74p+0,-0x1.68c9c2p-116,-0x1.68c9c4p-116,1
